gt,pred,score,BloodPressureCuff,CPR,Intubation,CheckVitals,OralAirway,ChestTube,WrapWound,PlaceIV,Bagging,Tourniquet
Bagging,Bagging,0.963447,0.005917097441852093,0.030188249424099922,1.714542804620578e-06,1.8666715959625435e-06,1.2471630839172576e-07,9.939733303099274e-08,3.007935731602629e-07,3.0073117329720844e-08,0.9634469151496887,0.0004436616727616638
Bagging,Bagging,0.534498,0.22413887083530426,0.11169441044330597,0.011184423230588436,0.02056276425719261,0.005766686517745256,0.006292529869824648,0.002698668045923114,0.006020075175911188,0.534498393535614,0.07714325934648514
Bagging,Bagging,0.988476,0.009031451307237148,0.0004541874513961375,6.653248419752344e-05,0.00037181706284172833,0.0008486860315315425,2.8911679692100734e-05,5.279369725030847e-05,2.539100023568608e-06,0.9884763956069946,0.0006666224217042327
Bagging,Bagging,0.987661,0.011292831040918827,2.5900021682900842e-06,0.0008794916211627424,3.653388921520673e-05,0.00010199387179454789,2.3724348920950433e-06,6.336982096399879e-06,6.202719760040054e-06,0.9876614809036255,1.0182383448409382e-05
Bagging,Bagging,0.977949,0.012786285020411015,0.008352929726243019,2.474761458870489e-05,0.00017086180741898715,8.984202577266842e-05,6.3807465267018415e-06,2.9266491765156388e-05,6.769451488253253e-07,0.9779493808746338,0.0005894819623790681
Bagging,Bagging,0.734055,0.19312632083892822,0.025823691859841347,0.00035803476930595934,0.0003159932093694806,0.0022925916127860546,7.014316361164674e-05,0.000149753104778938,3.101002221228555e-05,0.7340545654296875,0.043777868151664734
Bagging,Bagging,0.957431,0.04139847680926323,0.0006785285077057779,0.000186241275514476,5.1787814300041646e-05,1.1058644304284826e-05,2.5552322767907754e-05,0.00013797801511827856,1.8364208926868741e-06,0.9574308395385742,7.75860680732876e-05
Bagging,Bagging,0.798927,0.06629648059606552,0.0015836030943319201,0.011976554058492184,0.01214196439832449,0.001145872287452221,0.00391077995300293,0.10253987461328506,0.00019482300558593124,0.7989270687103271,0.001282908720895648
Bagging,Bagging,0.989005,0.01092244777828455,2.283977846673224e-05,2.2387488570529968e-05,8.970230737759266e-06,4.2739293348859064e-06,6.109490300332254e-07,2.3189797957456904e-06,8.938054918417038e-08,0.9890050292015076,1.1039940545742866e-05
Bagging,Bagging,0.594145,0.20690812170505524,0.007593907881528139,0.017961276695132256,0.052136994898319244,0.020569927990436554,0.014870468527078629,0.004549684002995491,0.010336503386497498,0.5941449403762817,0.07092815637588501
Bagging,Bagging,0.996044,0.002207668498158455,0.00078726711217314,1.5527760979239247e-06,3.4888169466285035e-05,1.5552910781480023e-06,2.5335093596368097e-06,3.3376798569406674e-07,5.27525060078915e-07,0.9960435628890991,0.0009202263900078833
Bagging,Bagging,0.993675,0.004221715033054352,0.00044588069431483746,0.000206178636290133,0.00038734611007384956,0.00010225308506051078,9.156706801149994e-05,9.066039638128132e-06,0.00019468415121082217,0.9936745166778564,0.000666628242470324
Bagging,Bagging,0.967046,0.029433105140924454,0.00010522508819121867,0.0017577199032530189,0.00027623146888799965,0.00026044502737931907,0.00020702775509562343,9.411146311322227e-05,0.00056597834918648,0.9670457243919373,0.0002544426533859223
Bagging,Bagging,0.846517,0.11331614851951599,0.024145320057868958,0.001304369536228478,0.0015607151435688138,0.004994724411517382,0.0004211068444419652,0.00036041546263732016,0.00046471241512335837,0.846517026424408,0.006915375590324402
Bagging,Bagging,0.951409,0.01700730249285698,0.030831187963485718,4.862607238464989e-05,5.507628884515725e-05,2.2524009182234295e-05,3.6192061543260934e-06,1.2563440577650908e-05,1.1360501730450778e-06,0.951408863067627,0.0006089683156460524
Bagging,Bagging,0.900498,0.07338867336511612,0.0051778387278318405,0.0005150350043550134,0.0010931042488664389,0.006341930013149977,0.00014393325545825064,0.00011268461821600795,0.0002357905323151499,0.9004983901977539,0.012492593377828598
Bagging,Bagging,0.971242,0.006353527773171663,0.0036169318482279778,0.0077591268345713615,0.0012325634015724063,5.101130955154076e-05,0.004312030039727688,0.0009309051092714071,0.002237088978290558,0.97124183177948,0.0022648670710623264
Bagging,Bagging,0.787969,0.18578195571899414,0.0013293847441673279,0.011541350744664669,0.001980922184884548,0.008923523128032684,0.00022248212189879268,0.0010643453570082784,1.0651454431354068e-05,0.7879688143730164,0.0011765066301450133
Bagging,Bagging,0.955211,0.044466111809015274,8.022205292945728e-05,3.0852912459522486e-05,2.261707777506672e-05,7.704211748205125e-05,1.2037876331305597e-06,3.07668665300298e-06,3.8364964893844444e-07,0.9552106261253357,0.00010774251131806523
Bagging,Bagging,0.632726,0.01441967487335205,0.3510427474975586,0.0008701985934749246,9.368402970721945e-05,6.68125039737788e-07,0.00023073154443409294,0.00015944673214107752,1.2815259651688393e-05,0.6327256560325623,0.00044442297075875103
Bagging,Bagging,0.55452,0.319576233625412,0.03398597240447998,0.00720759853720665,0.002306362148374319,0.001445457455702126,0.0002597930724732578,5.81008025619667e-05,0.0014536128146573901,0.5545202493667603,0.0791865661740303
Bagging,Bagging,0.99941,0.0002458343224134296,1.3437446796160657e-05,6.688503049190331e-07,4.6024375478737056e-05,1.8561262550065294e-05,2.711169827307458e-06,1.1706607949690806e-07,1.5013238225947134e-06,0.9994100332260132,0.00026109072496183217
Bagging,Bagging,0.573419,0.016884054988622665,0.008142095059156418,2.4568746084696613e-05,0.0004433527064975351,0.0003252089081797749,0.00010451595153426751,5.578451236942783e-06,0.00020639554713852704,0.573419451713562,0.40044474601745605
Bagging,Bagging,0.956554,0.04054225981235504,0.002356270095333457,5.571020665229298e-05,3.422384543227963e-05,0.00040008293581195176,5.179329036764102e-07,7.200926120276563e-06,1.8447981631197763e-07,0.9565537571907043,4.967999484506436e-05
Bagging,Bagging,0.905366,0.0916537418961525,0.0017147170146927238,0.00014720470062457025,0.00024657577159814537,0.00021536441636271775,3.2675252441549674e-05,7.563838153146207e-05,6.52552171231946e-06,0.9053663015365601,0.0005413553444668651
Bagging,Bagging,0.528625,0.28849905729293823,0.02417161874473095,0.03578099235892296,0.016077041625976562,0.060827407985925674,0.003104996867477894,0.024008342996239662,0.0008045891299843788,0.5286250114440918,0.018100954592227936
Bagging,Bagging,0.955331,0.023300478234887123,0.013738605193793774,0.0001447820250177756,0.0006692243041470647,0.0003561160119716078,9.696946654003114e-05,0.00015876616816967726,1.1981298484897707e-05,0.9553313851356506,0.00619189627468586
Bagging,Bagging,0.952741,0.046119168400764465,0.00037247827276587486,0.0001003091165330261,6.332556222332641e-05,7.323250611079857e-05,8.394303222303279e-06,2.293321358592948e-06,2.355286960664671e-05,0.9527413249015808,0.0004959378857165575
Bagging,Bagging,0.792375,0.1831885576248169,0.0006319844978861511,0.016065184026956558,0.003433968173339963,0.003291368018835783,0.00010963093518512323,0.0005878027295693755,0.00010877166641876101,0.7923752069473267,0.00020733052224386483
Bagging,Bagging,0.920396,0.0674564316868782,0.004684159532189369,0.0016471723793074489,0.0008704239153303206,0.00010495226160855964,2.8540536732180044e-05,1.214352323586354e-05,0.00044724022154696286,0.9203962087631226,0.00435269670560956
Bagging,Bagging,0.704304,0.2898397445678711,0.00015417019312735647,0.003764985827729106,0.0002526927855797112,0.0015005014138296247,1.4730066141055431e-05,4.309687574277632e-05,9.598373253538739e-06,0.7043035626411438,0.0001170389077742584
Bagging,Bagging,0.825653,0.16581861674785614,0.0007362230098806322,0.000967462663538754,0.0007173898629844189,0.005094977095723152,4.346065179561265e-05,0.0002477517118677497,6.730171662638895e-06,0.8256528377532959,0.0007145797135308385
Bagging,Bagging,0.930759,0.015260614454746246,0.0012015715474262834,0.00417918199673295,0.019674941897392273,0.000621374580077827,0.001119626802392304,0.001609770581126213,7.507781265303493e-05,0.9307593107223511,0.02549850568175316
Bagging,Bagging,0.85417,0.1103358119726181,0.008595588617026806,0.0017738312017172575,0.0015037937555462122,0.0030858360696583986,0.00021444565209094435,0.00032403264776803553,0.00013184150157030672,0.8541700839996338,0.019864773377776146
Bagging,Bagging,0.989189,0.0020858829375356436,4.231626007822342e-05,0.0017195648979395628,0.0028622648678719997,0.001599306589923799,0.00047626273590140045,0.001817323500290513,2.4336013666470535e-05,0.9891889095306396,0.00018390041077509522
Bagging,Bagging,0.997254,0.0025327878538519144,5.5531887483084574e-05,3.7245954445097595e-05,1.5978623196133412e-05,6.869716162327677e-05,8.442797820862324e-07,9.597470125299878e-06,2.900084155044169e-07,0.9972537159919739,2.537471846153494e-05
Bagging,Bagging,0.938213,0.021518919616937637,0.000960411096457392,0.0011577076511457562,0.003854442620649934,0.0007960975635796785,0.0006903573521412909,0.0004139636585023254,0.00010160528472624719,0.938212513923645,0.0322938971221447
